,label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
4491,-12731.104944367584,17.256457902168425,4.607979858766615,26.586056135983245,-11.780563463222409,47.65131552813635,19.44056286444656,-10.766947791461895,-41.75723307739262,44.55632720808215,-18.35694070083836,-9.858850869880875,-6.42894897988338
712,-61445.38171658117,40.402133660939135,8.730276064532074,21.07178823569885,-12.551199705217948,21.065906086793603,-5.589944015603937,-13.13196081955101,-131.391852902829,-45.68351020615427,-38.279813667147,4.034184193953653,-15.809259593403224
9484,75601.17566669178,7.692280687424185,2.0352696185473937,25.99862425319949,-10.27306769153951,24.093611323434207,20.53322253572987,-15.810865641005115,-141.13486739734304,-87.09868413626111,-12.067503227238266,-35.54908198116112,-11.348901246459514
4330,29186.69081798433,-1.932799278448159,12.621905090190982,31.91552262563261,-9.869265816748632,-0.3485243431970719,-8.046658079790681,-16.442211650170886,-1.3603135455003097,20.38401222479691,-35.92519262585539,-16.844464090931595,-31.37417985188017
1396,-3563.135507999276,8.571078302566484,0.2574581659220345,19.24023608152024,-10.89450681167981,14.330319406775544,-5.495891017863106,-12.508949274044596,26.63906245804156,-26.001896191622876,-42.017506651692486,-8.920055757083244,2.788735437693319
7882,-12018.51101499142,30.52966912440523,10.97237825342644,39.06276922641111,-12.037798489296977,50.44222840654146,17.679186018653287,-11.801753369828972,63.55214959689609,-121.41890271406383,24.837241135342524,-18.010693713731428,-5.4484514426672135
5030,4628.670714575608,17.854724073052566,4.052333093482687,32.300958082510064,-10.403262849434748,19.01821959097197,18.58054960907719,-12.691825412022611,-10.84215637715864,-41.700930081645765,-50.90432802946215,10.183228635009325,-9.918779946263609
3149,56515.83287825342,25.48096179993648,3.7829097507506617,36.72539166670242,-11.161991271160282,0.9531609976334848,5.715292769362213,-9.648588029296352,102.54093967110842,130.80890067273506,5.357459501662738,6.513128084303393,0.3331817462336861
8995,-10314.17605363346,28.487909041547404,4.711160153041749,14.714832356498386,-11.747612244760898,43.58972999942149,21.541477473072693,-14.3274840754152,-45.323867620962815,-35.754603414273745,-25.465627599548156,0.5478737265254878,-56.75163228796063
4259,-25580.466622317308,38.18352383049945,5.87696317974239,27.69733300553095,-11.114951189582692,13.721505538157764,2.346713292627687,-16.762134255410977,-61.23341237356576,83.1895598907881,-21.169807537312447,8.771275971861375,-38.37061524116256
8528,3307.4653897150483,26.86174981617144,-0.9558227561690382,35.236045259061,-10.287817629697658,12.50249038904886,-5.54466581311924,-10.012932910775833,-5.568500168143206,-101.3054750644758,65.84158499276225,0.8996897393696885,-1.826569444147692
9326,-2834.7466790689227,2.78565304353374,0.8071426405008006,30.266021628601628,-8.790326276480322,47.41311645786651,-5.695179805277377,-14.541471831814018,-5.230556311460774,6.2092865495157215,48.77310565684168,-0.8036160406742168,10.09112330295368
2765,23713.75665978472,37.59194015752198,2.817105001817464,25.86380670046117,-7.22370478152885,24.81149015902161,-6.562635148458761,-11.088114722136982,26.771412704105227,-4.079265837521992,-21.316049250474556,15.577082619712336,-19.15677908417902
8615,24644.769766453024,53.44763618983924,7.825497578042402,27.06723530081623,-12.451146608642608,9.235458852813077,12.189430072227516,-14.886882663698952,-20.83368246120339,28.718246929690014,59.300613627410215,-10.298880578156844,13.0385003664708
5929,15866.944186081188,6.475929531907148,8.352056183688065,39.80955475574926,-9.032259329320748,48.296176630165206,10.556167952503683,-15.991196124486777,-4.255524423544067,20.78204185876741,76.87533708428445,2.503099962024061,17.604293334784177
1736,-7277.177247282267,39.33983691764377,-0.1665141166880354,16.43409849088504,-10.77358303237839,19.239478743285588,14.719725905411105,-15.653077358218573,24.203648682866486,-13.120495887529088,45.248819673487134,4.87052445998458,-13.989083767905417
6588,-3385.209333218769,36.333847500877134,0.624646960081362,36.955992167565256,-13.183566769885513,48.490669700877945,-4.252334622440765,-17.920560959477562,49.84978503046469,18.164838369249534,1.1166123208325498,-8.210904786343914,-25.213750223259566
6219,18052.57541311056,19.984858307147835,0.0988762179514439,37.07096980485338,-7.227208068337804,16.329783836488346,3.5714749894982543,-14.806096709109603,23.09882715795991,-68.50014683714154,58.94576639312223,-6.822578357218933,7.017158624672504
2820,-16469.316718979546,10.346858331179607,7.840916320204714,12.295700165226489,-11.787353462689426,44.80722356463207,14.15316792794158,-16.156306190124056,88.2748857182912,-107.56644199392912,18.441519075152307,0.9116024861311748,-15.722602081909224
3705,-2385.174316684341,7.6682606999569085,-0.196749313115217,35.39521612945261,-11.020354966329286,19.59341288566115,21.240954696410693,-16.483980719992303,70.94127488269143,35.51142844121391,9.785106526803617,0.9924689677374694,-6.775597050191479
6671,-35800.282210649886,1.0140222936200107,3.5471954917370825,25.854984152840203,-11.38297102155719,19.474612766680075,16.14363945009914,-12.025009318183214,56.068903185771866,66.31657211437977,9.661506852861958,-27.035235322566507,-14.430769077448293
3524,-6794.020345218884,44.78528099189045,12.588162731423363,19.17977950147841,-8.68568058295697,11.94712712547489,17.25579534969733,-16.759703905535265,4.194084348694808,-97.59912053504276,21.701344683905475,4.99468445939022,-10.17113277763925
4536,68006.81564715687,52.46664643323762,4.984084730671405,28.488269998622645,-10.969707509077402,24.60053392702856,14.180323089276031,-17.652507181317112,34.340628243234846,-16.960357550622888,96.08683185651564,2.750931260452811,10.60918019088529
6629,-18270.969066396847,21.927422664678925,3.202980874500673,33.55437444742044,-8.954610812955426,5.553939255842728,0.3003955598151826,-16.29048936420613,-26.17878122537551,55.65335162515901,23.18056100583238,-2.1117209935373285,-24.34575674192025
2447,-26441.271966216103,54.47422341890475,7.588491402807477,25.100288080391792,-9.660673449349826,31.47984759448956,-3.570470530944937,-16.918124895055087,76.34374859611206,77.1359173184542,-5.367789638268853,-24.37298195683488,-64.05533098132489
9195,-26851.0113562053,28.43296973460425,10.118966541965197,22.35719732993556,-11.618186595069686,21.394415198663594,22.633833682363544,-15.766059546392244,-79.48890114287647,-11.13118581983416,6.245545611836938,-2.372901608737228,-8.572944239120204
546,-10124.202552459,10.415656594183051,7.851063391235927,29.28677459663128,-8.956697796810472,33.10777851726242,1.6734555106771865,-19.51485345506405,-29.01116590949694,40.5142800188984,-27.904257202453767,-3.986361608301375,7.761656089440308
8704,-11801.344106962397,30.425758383458916,4.910734385223251,39.72801455665335,-13.168652498265672,5.975127121000391,2.0057628799030365,-16.348162047009858,-60.87674355001067,-59.95318238117137,8.121711219314172,-5.025086876166446,-6.9163010811713885
