,label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
4491,8.23587827669947,1.9512186081150429,2.199099383060348,2.9187078581939434,2.583956730230172,1.9110545300709207,5.050392180527554,3.258456756566513,2.0821111676389403,0.3010306434921644,4.030555118501793,1.2728865670184732,-0.5201339391468724
712,2.634187776153748,2.1420734053378165,2.3696932803732387,2.900472545827085,2.534918874674012,1.930309389841089,5.126417054570332,3.9354127864678654,0.5670692188675086,0.283193329081978,4.187897897587262,1.5005427489817331,0.5359858474182606
9484,2.6166017648875477,2.0809378047292904,2.4089470225176983,2.8880371063459487,2.488851818064782,1.7406518163057902,5.00443825632428,3.687441226646318,1.094893458464026,0.2378749529944876,3.355614210299193,1.8467529918502776,1.8038352546296053
4330,-3.6080752629802895,2.1202289820892566,2.422749620050231,2.916320925752928,2.3833064950118,1.9868082189115992,5.096326576227884,4.02336228346153,1.4388128848099504,0.2794989718085614,3.874875282835893,0.9826600377402656,1.384138985814192
1396,15.325219751136956,2.2488525517410034,2.10672392159504,2.90433189803132,2.49951435056475,2.068994621393236,5.015313348644424,2.2399328727422736,1.7050293942711006,0.1499863050369258,2.989346001446962,1.4209496645640611,0.2780922310780173
7882,6.6295783521829295,2.1936801874923626,2.169128220607603,2.98205865207509,2.6401960718975848,2.074477720191259,5.1084034544094585,2.2307643858589588,0.1699564939600992,0.3855802976274574,3.467245663749932,0.7703256901459774,-0.0634056322251231
5030,4.503602186176844,1.9386582295064612,2.112679541934195,2.9427803197157423,2.4387561042766874,1.708690642517701,4.951965925830148,1.130844920999446,3.0356370371598693,0.2697632138483546,3.869876223661846,0.2131508749579164,0.7088098250852717
3149,-4.994837234076597,2.259669404108227,2.3690215157012124,2.9845584498389166,2.6296879855351647,2.06868118621443,5.040592083577722,4.170019903166177,0.4613273125253743,0.5722647527240323,3.7722898880980313,0.4544979949432346,0.3769497204557979
8995,3.4779093880883565,2.1445529820039413,2.1091613573282286,2.9413614989734964,2.5039767101643493,1.7314822295865382,4.950461504943647,4.360998226360806,1.93352785797956,0.3539465408180631,4.304949028982559,1.020682600395752,-1.3948305316784997
4259,5.4128286097924425,1.9331062168200377,2.1628532538593075,2.9873818232285747,2.760738710937039,1.9784190539419408,5.130284247756759,3.360772843144383,2.227250866831591,0.4875800373377356,2.7320712270031784,1.0970751571395214,0.8360091352653081
8528,2.8061586858153422,1.922071616890579,2.1301085120637,2.8647412308640847,2.770960222972664,1.915145705074719,5.114781457204166,3.471955642064388,2.2413836333793484,0.5931437169239606,4.259593704959319,0.6944963898334625,-0.5356362795234759
9326,-7.975841669690634,2.112855210791038,2.1568196813779243,2.904595144127069,2.475236911855037,2.120957495076841,5.060800611291017,4.022129023909585,1.3214590088805722,0.2398782089341851,3.954524391267797,0.2989695674325509,0.8628713888008708
2765,3.4302279282309027,2.06358404612311,2.17221259876298,2.910802404356234,2.314426969414357,2.187037935325144,5.133747178795768,3.418138361426987,0.983729136030186,0.440846239541989,3.245219751385798,1.2553212244709466,1.204382383253055
