,label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0,-1.3276582710022236,1.9219664414226916,2.2172988801959277,2.9779939454154847,2.32432590447046,1.9632852821393318,4.940711040129012,3.8736752026584287,1.6736543994635595,0.0062663013908192955,3.5344586087666827,0.8268660478111736,0.3040945458936841
1,-10.867190800538165,2.198718339662076,2.578958568274599,2.95680561670442,2.81251189671008,1.7619467132146722,5.0096002883101365,5.0978541123453915,0.8545510270252628,0.2647517802754115,4.185596354870763,0.17495014496846606,-0.13293850313392874
2,6.0300202808665615,2.0295586251872813,2.437102230956068,2.865900298143512,2.4188608385160526,1.9799671410652788,5.058416376005883,3.3910574605165738,2.2710043462224903,0.5339883753456264,3.875770821735624,1.1578711946070002,0.1608872315867934
3,12.535602999239087,1.9138589462194058,2.506919632326583,2.8686744990886526,2.4049125580646376,2.1241868169802327,5.093922048354266,3.179911828693676,2.3017991754455203,0.1477731131917414,3.527034736332474,1.76614002259015,0.2676567862424875
4,-19.329799276305046,2.1152629420023557,2.4389862954183177,2.8943377792280303,2.5707245875350315,1.7584640420662456,5.033421821435052,4.392262036829915,1.9792052275097916,0.25019105280073184,3.974191614608178,-0.6453677587901601,1.3299583901821126
5,5.1757143396406295,1.9701890344164301,2.4267871360959825,2.8748607704023974,2.439917440557746,2.2566193772326675,5.036982398084512,3.140530022554947,2.5887677618807,0.38125996834301423,3.2740862768442724,1.407247395133758,1.906227448330111
6,1.485216606911971,2.2252206035973243,2.122188091235634,2.9311476456921124,2.2963341820969982,1.7139497323196706,4.997219139354061,4.1973325193263085,3.0541572546649225,0.5211962347878243,2.9144707458492154,1.4244936358059332,1.7181941011141697
7,8.50194828606148,2.2813750911740316,2.461451510731726,2.9612598777865213,2.754946160724197,1.9555170693019857,5.083556278220919,2.526469495795789,1.0522414699680285,0.41276189829335574,3.570668545874233,1.5077245076639434,1.0323770233633884
8,18.608748523952414,2.238395002885997,2.574571206062648,2.986125689233005,2.8852959628438515,1.8578242248810273,5.035012251813478,2.371204549835477,1.692918876484635,0.37021299312665046,2.897031594797074,1.958825471278173,-0.060496961136976446
9,-7.2812604195454105,2.250966522155464,2.4561879430846094,2.935836854659911,2.7446861547256782,2.113196122039759,5.141026154731274,3.1256920964666417,1.092593545563029,0.2742529951058146,3.884499276095896,-0.05070718098972882,1.013251343882212
10,12.80499509025784,1.8974273405409665,2.273705045307177,2.9411363462999067,2.6188533880405624,1.7364710184926047,4.976868571248253,2.1513495171267714,1.8346374988080598,0.21856475639866857,3.355750478673416,1.0846651874686764,-0.7108484051414399
11,10.741126501868429,1.8978800526190267,2.575405874459634,2.862389139801331,2.726173086773263,1.7224675278113906,5.05766410237667,1.9599403434281384,1.8494923897331437,0.1976083057834938,4.034520723177287,1.2408928775629537,0.07507388237528656
12,-12.129550086822904,1.9005717906421713,2.5585591155037752,2.8849747183371353,2.5783164619778582,2.0897071826322886,5.093208845846498,4.833603786419454,2.358165613799431,0.2842976677827207,3.348821909368075,-0.19993730125698406,0.6445102198545088
13,6.192901376108845,1.9774569445674905,2.565268995822094,2.971880765704786,2.7510001712611745,2.0168825976683777,5.06033061866838,2.3795369954553554,1.7523061774388855,0.22546356318463495,3.4052831982245295,0.7028755972949005,0.15406266747700853
14,2.383412984605285,2.0195758910227566,2.074895742791175,2.862135100708858,2.721277520192621,1.712480649808844,5.019626943214956,1.7582667655379167,0.6040264400004917,0.19552823006276696,4.298266393657016,0.38674162803314094,0.35404056366790504
15,6.914011689973449,2.1110905771961295,2.093646842037192,2.9523946495923044,2.6177624922926386,2.2133053221527788,5.1266805935165385,4.349213964914634,1.9873482558895885,0.5186724902441128,3.5934072979525338,1.5205705844065267,0.008970832533717221
