,label,x1,x2,x3,x4,x5,x6
156,1384.507315733831,41.79034341446926,33.900675722802646,8.662052101871208,17.918593808113066,24.075775879736234,2.120349276326417
265,950.7727382346692,37.41374854553306,21.087060895180223,17.755141472251875,66.72367337520633,25.4126695144041,0.0591631320246648
272,1280.9177769750108,8.854694977548519,38.65466544314208,14.159119408666104,38.43644345023739,10.679310911061451,7.522230607620653
644,544.7768241844217,9.901708777790798,18.87801803897795,29.2260778714605,40.81869675216936,14.446975976716928,6.44630155048083
581,387.0637339633435,21.38517807265988,16.579897304492874,3.442531904648076,38.112012977956525,44.173849632777646,-0.0183404813783987
168,730.1533390122592,22.188690260117948,31.293423296844256,23.58990225030424,38.51197865401369,42.88979587915428,4.182083977683236
258,691.5024402936864,9.272696564464116,22.825192195208256,27.389859022927897,39.39390147167657,8.824965091076939,4.284120846633577
877,1111.8288168006502,34.938550169271906,23.95231585557129,6.009256867962092,24.38538936474535,10.233680507283228,7.819869301387826
587,698.7431328665599,37.78848395936496,12.944244253562667,-0.5737345636006186,5.070643006908158,11.857496137670442,6.97179501998329
758,1823.0483900179129,37.542321244465306,43.82736492248107,-6.115265083809575,63.37868892853649,12.806145994836116,5.420403426987301
325,294.9928626292307,24.53795720272305,10.9551997692836,18.57573902248312,39.45545915647045,32.19410710430333,5.6626182427588585
849,671.5310818048662,29.33935090644508,22.66550104882834,27.925032341510235,55.36428564024659,33.49546400581181,-0.0354249630320726
741,1148.767038215819,24.345407302910328,42.51766701522412,32.07124048492548,28.982413111190876,38.24327630865128,3.6874979643827146
0,701.026793574157,8.459559704154518,28.55931460929581,31.47515618291681,67.0786752776597,29.49096977513801,7.426428791865315
952,627.4571428499254,51.46074818158095,15.737891433431043,20.780095910516376,21.926259395160905,29.545792827964025,4.479960938948588
452,712.3016652110508,6.145437766991739,34.82670599825643,31.58157617874254,60.84979557711991,45.23607685955219,8.278186885084414
175,536.6738539185294,32.479321350603385,16.93414387201292,12.021847168104149,3.9485056861022176,30.4580235153596,3.1547430993560788
451,1272.8172098368148,25.87776460769279,35.09535853498852,1.5131518421161108,19.390656779792387,17.315000918672446,2.413064009943433
482,286.80070926983063,7.826210919312478,14.139563476396752,25.65612870639116,6.446288385832784,13.549597126496073,6.660450151453457
269,1400.9555018136232,31.89853561065209,40.11251088810229,0.9595695543129192,25.34589188639427,31.58273021296807,2.0040569206933583
66,982.5704006456956,29.35563192069231,25.10697471879991,4.711426539354903,32.138892111711115,19.10765656222613,3.10242275965606
381,940.1287543655928,12.871517121492218,33.48215662357139,30.564259195333356,24.17624771480828,9.810535583151578,8.192736167090498
894,909.0897158042526,51.202803102787605,22.923038753972317,21.65777620872292,41.188602408242105,26.290088015955085,2.592231688405552
800,448.5243801884119,7.671335351773761,16.607533969029838,22.43672034001945,50.521412323132125,12.907481747728896,6.619477884446841
361,867.9967627845953,27.42936431116977,27.664609583898592,6.152778939077145,66.99355214324792,36.47805264355785,3.289018678883771
527,593.5039061195533,33.42743924272724,17.188443984487517,-8.087377828247352,55.43959087753037,43.42604600330623,6.217248577088756
222,1158.2700310061575,35.98609369543394,32.71284706519505,3.669640613202644,45.71781466743751,39.57519427399149,8.479583201573664
251,1008.0100587944784,8.447728953780112,30.49047460027262,-1.7065009804532805,31.75144330433948,13.360897898500829,5.950633306919543
23,1267.4191816636028,22.302022887149445,40.34866035422983,-0.4625040881505882,56.188758931827294,41.23896354490351,6.9161732870247326
608,1208.897972586109,32.38624148927491,42.008532027881536,21.743919103180108,57.40459069111918,41.24510568077872,0.5670431210131461
727,589.7450055290556,7.793435217176807,29.334813718290743,8.58779656092111,17.221893317274443,37.21115423113176,1.697335913456504
266,414.39473109664624,23.91352890940182,12.614089313235636,25.735848629408757,44.24887648188745,21.016136815890377,2.032692289475989
101,518.2534077048886,9.980942335499485,21.759692391080712,29.17247323648425,60.6384662636178,25.291063101117835,4.869916386574055
574,740.7362807294182,25.461372687358363,26.199633303582115,-1.1636996180709147,51.069986686459856,38.56419636090845,1.2307530184816082
331,446.8476370596527,7.392649091987028,11.898764478515751,10.64667025828734,71.82127601625535,13.539385594145717,2.475962570404235
900,1196.962464669007,21.11366394423347,38.86221702197328,4.145633964512228,9.173965705801676,22.112371125929588,4.362223554860201
129,1164.534255199016,54.536886011353296,31.964355798272432,-1.9324703342831853,4.277973899575475,43.92520531831785,8.746750033518508
82,458.8393796860643,31.702527096992267,16.180750219337003,-3.824253142968991,15.622716090898257,41.26179811284904,8.203006880438506
604,876.6648298406162,6.668442483408551,37.820645822348496,21.537170932996272,39.38954077749568,42.88766200934015,8.459185454549253
788,757.2279860104363,29.054854803830644,26.94658122887349,32.05266380857677,44.22738997350851,35.51418845575722,4.058288704372332
882,866.7814523826637,27.264073202941116,28.3401423543415,-2.3279858739311976,50.65282600766318,45.17406130034516,-0.1343386043215151
